user_id,timestamp,ip,device_id,outcome
182,2024-02-21 07:16:17,192.168.117.20,device_20,success
8,2024-01-10 16:07:39,192.168.213.219,device_38,success
27,2024-01-13 14:58:10,192.168.136.25,device_24,success
27,2024-02-07 10:53:54,192.168.8.14,device_10,success
21,2024-01-19 21:36:17,192.168.9.215,device_32,success
30,2024-02-18 07:15:16,192.168.121.120,device_15,success
97,2024-02-11 17:44:09,192.168.124.169,device_37,success
28,2024-01-25 08:46:39,192.168.71.151,device_20,success
111,2024-02-18 09:07:30,192.168.207.48,device_3,success
192,2024-02-08 08:15:24,192.168.153.90,device_37,success
197,2024-01-26 16:01:56,192.168.36.67,device_40,success
61,2024-02-15 22:18:11,192.168.49.151,device_8,success
48,2024-02-01 03:02:25,192.168.18.99,device_40,success
147,2024-01-18 21:35:18,192.168.59.166,device_44,success
4,2024-01-16 07:36:37,192.168.201.88,device_23,success
35,2024-02-15 23:42:46,192.168.145.146,device_40,success
192,2024-02-07 18:14:54,192.168.163.201,device_11,success
49,2024-02-16 18:10:33,192.168.224.182,device_46,success
17,2024-02-28 08:02:02,192.168.241.68,device_8,success
172,2024-02-07 01:07:21,192.168.174.48,device_29,fail
158,2024-02-02 11:49:22,192.168.226.107,device_30,success
46,2024-02-28 08:35:48,192.168.225.160,device_10,success
117,2024-01-05 11:42:27,192.168.118.148,device_39,success
6,2024-01-16 07:33:45,192.168.208.149,device_28,success
99,2024-01-02 18:44:45,192.168.175.36,device_49,fail
124,2024-02-19 06:00:27,192.168.142.162,device_36,success
37,2024-02-14 22:53:54,192.168.219.198,device_13,fail
24,2024-02-07 03:12:54,192.168.159.10,device_32,success
93,2024-02-09 14:27:07,192.168.137.200,device_36,success
46,2024-01-22 21:38:28,192.168.77.76,device_37,success
181,2024-02-10 17:13:35,192.168.252.184,device_26,success
95,2024-02-08 13:11:08,192.168.253.152,device_22,success
99,2024-01-14 08:32:59,192.168.1.63,device_4,success
188,2024-01-14 07:57:21,192.168.34.6,device_31,success
116,2024-01-28 17:27:06,192.168.84.145,device_18,success
191,2024-01-18 16:24:51,192.168.66.41,device_38,fail
160,2024-01-23 17:40:14,192.168.117.124,device_24,success
161,2024-01-10 04:13:50,192.168.166.168,device_23,success
67,2024-01-12 18:36:05,192.168.240.202,device_22,success
128,2024-01-19 03:31:17,192.168.230.23,device_2,success
18,2024-02-07 11:46:44,192.168.187.45,device_31,fail
25,2024-02-04 18:57:24,192.168.18.67,device_11,success
54,2024-01-22 05:58:13,192.168.217.101,device_28,success
58,2024-01-19 05:35:55,192.168.41.31,device_46,success
67,2024-02-03 15:09:36,192.168.166.108,device_32,success
104,2024-02-01 20:04:16,192.168.237.35,device_5,success
174,2024-01-24 23:17:32,192.168.231.228,device_38,success
24,2024-02-22 16:56:48,192.168.96.163,device_10,success
114,2024-02-15 17:50:02,192.168.130.72,device_40,success
32,2024-01-17 12:18:33,192.168.135.96,device_46,fail
175,2024-02-02 21:50:19,192.168.122.69,device_24,success
86,2024-01-21 13:31:19,192.168.168.230,device_35,success
151,2024-01-12 15:32:19,192.168.195.12,device_44,fail
194,2024-01-24 19:52:14,192.168.48.59,device_48,success
127,2024-01-25 20:58:42,192.168.129.187,device_23,success
155,2024-02-21 19:30:34,192.168.4.171,device_17,success
130,2024-01-09 04:11:13,192.168.26.159,device_1,fail
17,2024-01-21 17:27:15,192.168.148.7,device_31,success
104,2024-01-28 04:02:56,192.168.229.199,device_31,success
161,2024-01-30 17:31:29,192.168.49.66,device_42,success
137,2024-01-18 00:31:53,192.168.245.43,device_42,success
43,2024-02-05 22:15:49,192.168.124.57,device_34,success
176,2024-02-17 04:53:20,192.168.2.85,device_9,success
39,2024-02-15 07:52:32,192.168.69.129,device_22,success
170,2024-02-25 16:25:22,192.168.214.171,device_13,success
26,2024-01-12 10:38:24,192.168.1.101,device_25,fail
99,2024-01-25 15:27:36,192.168.208.34,device_48,success
50,2024-02-24 14:04:49,192.168.97.214,device_18,success
153,2024-01-30 13:44:36,192.168.29.115,device_12,success
152,2024-01-31 07:22:06,192.168.7.149,device_40,success
13,2024-02-23 13:42:01,192.168.43.185,device_17,success
60,2024-02-11 15:32:33,192.168.35.196,device_15,success
135,2024-01-29 10:10:56,192.168.76.220,device_42,success
57,2024-02-26 22:27:11,192.168.30.46,device_15,success
36,2024-01-15 13:35:16,192.168.248.54,device_15,success
173,2024-01-09 06:02:06,192.168.207.105,device_39,success
20,2024-01-26 08:49:17,192.168.189.157,device_13,success
65,2024-01-22 01:15:04,192.168.120.54,device_17,success
8,2024-01-14 14:57:28,192.168.143.11,device_32,success
144,2024-01-19 17:11:50,192.168.144.143,device_9,success
142,2024-01-14 05:27:46,192.168.139.135,device_40,success
115,2024-02-06 02:26:37,192.168.211.2,device_20,success
143,2024-02-06 06:37:05,192.168.143.29,device_26,success
92,2024-02-01 03:02:06,192.168.236.22,device_27,success
98,2024-02-21 08:53:32,192.168.91.114,device_21,success
66,2024-01-09 21:18:58,192.168.103.117,device_18,success
32,2024-01-04 15:46:02,192.168.4.211,device_13,fail
191,2024-01-28 06:58:37,192.168.103.247,device_16,success
86,2024-02-05 20:35:18,192.168.107.64,device_9,fail
51,2024-01-03 20:11:10,192.168.120.29,device_12,success
153,2024-01-16 18:38:38,192.168.148.83,device_44,success
186,2024-02-23 20:41:21,192.168.197.149,device_38,success
63,2024-02-10 13:07:06,192.168.209.199,device_19,success
190,2024-01-06 12:27:52,192.168.230.31,device_7,success
125,2024-02-15 19:19:28,192.168.160.244,device_35,success
150,2024-02-21 03:39:34,192.168.15.203,device_48,success
58,2024-02-17 15:29:09,192.168.37.243,device_18,success
58,2024-01-30 16:15:30,192.168.225.252,device_16,success
86,2024-01-23 13:52:08,192.168.141.35,device_39,success
49,2024-01-17 21:42:30,192.168.224.150,device_4,success
180,2024-02-02 02:55:38,192.168.113.236,device_25,fail
170,2024-02-06 08:01:23,192.168.65.104,device_32,success
70,2024-01-26 04:17:16,192.168.84.1,device_40,success
15,2024-02-27 22:22:17,192.168.218.248,device_13,success
54,2024-02-15 08:04:35,192.168.200.192,device_45,success
188,2024-02-06 10:10:20,192.168.74.66,device_17,success
101,2024-02-29 19:06:50,192.168.179.189,device_49,success
8,2024-01-16 16:02:40,192.168.150.153,device_37,success
53,2024-01-04 08:32:40,192.168.195.209,device_6,success
60,2024-01-24 07:58:15,192.168.54.5,device_19,success
108,2024-01-25 17:34:17,192.168.162.149,device_13,fail
5,2024-01-02 00:31:13,192.168.170.142,device_26,success
103,2024-01-07 01:15:23,192.168.85.59,device_14,success
196,2024-02-07 00:50:15,192.168.100.243,device_31,success
6,2024-02-21 11:56:51,192.168.233.11,device_4,success
109,2024-01-11 10:33:34,192.168.238.48,device_39,success
116,2024-01-19 09:52:40,192.168.41.165,device_8,success
94,2024-01-01 17:10:43,192.168.81.172,device_25,success
47,2024-01-18 08:30:13,192.168.34.157,device_13,success
99,2024-02-22 17:18:30,192.168.215.233,device_32,success
55,2024-01-11 03:27:20,192.168.157.205,device_38,success
168,2024-02-01 16:42:37,192.168.133.66,device_38,success
52,2024-01-18 15:46:43,192.168.79.6,device_28,success
144,2024-01-18 11:50:29,192.168.179.13,device_30,success
13,2024-02-27 14:11:48,192.168.72.142,device_3,success
114,2024-02-24 01:35:31,192.168.148.162,device_28,success
124,2024-02-20 23:30:02,192.168.65.90,device_3,success
106,2024-01-10 18:08:50,192.168.129.162,device_45,success
158,2024-02-24 21:21:16,192.168.209.205,device_34,success
147,2024-02-28 20:12:04,192.168.19.209,device_16,success
145,2024-02-05 21:27:04,192.168.9.24,device_22,success
120,2024-02-23 13:52:39,192.168.193.24,device_32,success
63,2024-02-16 08:58:01,192.168.252.53,device_38,success
19,2024-02-11 17:23:52,192.168.32.163,device_8,success
92,2024-01-16 20:36:06,192.168.94.13,device_8,success
58,2024-02-10 10:15:40,192.168.64.109,device_6,success
183,2024-02-22 23:27:19,192.168.79.53,device_14,success
90,2024-02-03 04:31:54,192.168.237.124,device_32,success
117,2024-01-21 05:51:19,192.168.179.130,device_35,success
62,2024-01-17 20:10:06,192.168.226.168,device_10,success
23,2024-02-22 20:56:56,192.168.133.24,device_3,success
127,2024-02-28 18:39:16,192.168.140.116,device_12,success
137,2024-01-25 10:43:36,192.168.225.135,device_49,fail
140,2024-01-27 15:15:43,192.168.148.225,device_31,success
129,2024-02-06 02:04:43,192.168.195.24,device_29,fail
58,2024-01-19 14:24:49,192.168.78.67,device_5,success
122,2024-02-01 04:11:44,192.168.172.187,device_25,success
1,2024-02-07 22:08:05,192.168.11.31,device_41,success
34,2024-02-18 22:16:13,192.168.127.95,device_31,success
96,2024-01-31 19:46:03,192.168.91.140,device_21,success
126,2024-01-24 15:52:14,192.168.30.77,device_20,success
118,2024-02-09 06:17:45,192.168.19.145,device_39,success
48,2024-01-05 01:32:24,192.168.220.59,device_22,success
89,2024-02-05 10:40:53,192.168.190.133,device_4,success
117,2024-02-02 08:57:12,192.168.159.92,device_13,success
129,2024-01-01 07:17:56,192.168.42.253,device_45,success
16,2024-01-03 22:51:14,192.168.129.59,device_42,success
189,2024-01-24 09:02:21,192.168.150.210,device_49,fail
192,2024-01-19 15:40:43,192.168.30.242,device_20,success
191,2024-01-20 14:39:09,192.168.4.210,device_13,fail
69,2024-02-28 22:23:51,192.168.161.9,device_17,success
22,2024-01-27 04:38:53,192.168.88.129,device_36,success
93,2024-02-14 06:10:17,192.168.125.10,device_33,success
195,2024-01-29 20:29:57,192.168.177.252,device_1,success
76,2024-02-24 01:16:06,192.168.158.55,device_15,success
154,2024-02-19 17:43:37,192.168.206.200,device_13,success
144,2024-01-24 08:21:38,192.168.214.82,device_17,success
179,2024-02-22 01:27:48,192.168.136.98,device_24,success
86,2024-01-05 01:51:58,192.168.148.72,device_8,success
185,2024-01-07 14:48:24,192.168.155.189,device_27,success
29,2024-02-05 01:59:19,192.168.237.114,device_45,success
69,2024-01-29 17:29:45,192.168.6.79,device_23,success
47,2024-02-29 15:19:32,192.168.143.251,device_46,success
94,2024-02-22 15:00:34,188.34.56.7,device_8,success
190,2024-02-16 16:08:06,192.168.3.102,device_8,success
197,2024-01-12 06:38:45,192.168.39.16,device_26,success
144,2024-01-06 08:21:47,192.168.100.102,device_47,success
176,2024-01-26 11:07:40,192.168.123.51,device_13,success
85,2024-01-03 15:55:31,192.168.220.51,device_39,success
39,2024-02-02 18:26:57,192.168.163.123,device_37,success
100,2024-01-01 06:32:23,192.168.165.230,device_49,fail
33,2024-01-09 12:33:20,192.168.177.62,device_28,fail
101,2024-02-04 03:20:20,192.168.228.115,device_25,success
23,2024-02-03 12:06:02,192.168.190.61,device_16,success
10,2024-01-10 19:56:35,192.168.252.226,device_2,success
69,2024-02-02 10:33:15,192.168.6.154,device_18,success
100,2024-01-31 08:15:37,192.168.91.213,device_17,success
34,2024-01-27 15:42:44,192.168.13.198,device_30,success
180,2024-01-28 11:32:39,192.168.228.252,device_39,fail
138,2024-02-11 15:36:48,192.168.85.132,device_13,success
147,2024-01-24 02:04:52,192.168.253.182,device_32,success
186,2024-02-15 19:14:22,192.168.129.61,device_29,success
96,2024-01-30 20:23:09,192.168.218.148,device_46,success
1,2024-02-18 17:45:04,192.168.245.229,device_30,success
69,2024-01-12 07:50:13,192.168.78.148,device_18,fail
4,2024-01-30 14:47:58,192.168.137.214,device_13,success
16,2024-01-28 09:54:26,192.168.57.119,device_43,success
24,2024-01-25 08:01:21,192.168.166.132,device_21,success
80,2024-02-02 03:42:22,192.168.64.12,device_30,success
2,2024-01-21 00:22:04,192.168.212.217,device_21,success
128,2024-02-05 09:21:51,192.168.241.236,device_48,success
160,2024-02-04 17:05:18,192.168.212.180,device_17,success
84,2024-01-01 15:51:43,192.168.81.228,device_40,success
152,2024-01-16 13:53:57,192.168.172.159,device_19,success
140,2024-02-16 17:23:31,192.168.163.208,device_15,success
178,2024-02-19 00:45:19,192.168.226.240,device_9,success
163,2024-02-03 02:21:39,192.168.187.138,device_10,success
124,2024-02-06 03:41:02,192.168.190.148,device_44,success
33,2024-01-19 08:13:46,192.168.51.182,device_31,success
161,2024-02-25 21:49:56,192.168.116.25,device_23,success
189,2024-02-24 15:25:50,192.168.253.195,device_30,success
179,2024-02-05 18:31:32,192.168.33.51,device_33,success
171,2024-01-16 11:11:10,192.168.111.251,device_9,success
101,2024-02-24 13:15:36,192.168.81.231,device_47,success
12,2024-01-14 21:50:57,192.168.226.232,device_1,success
67,2024-02-21 14:46:01,192.168.220.179,device_44,success
65,2024-02-21 10:00:15,192.168.156.165,device_35,success
161,2024-01-12 11:31:56,192.168.41.20,device_11,success
168,2024-02-05 06:38:58,192.168.41.140,device_34,success
74,2024-01-01 01:58:07,192.168.112.104,device_16,success
43,2024-01-24 02:47:55,192.168.191.16,device_9,success
44,2024-01-26 17:34:23,192.168.119.136,device_32,success
29,2024-01-25 19:28:44,192.168.168.128,device_15,success
141,2024-01-10 10:08:22,192.168.129.59,device_12,success
12,2024-02-27 11:26:44,192.168.47.28,device_33,success
95,2024-02-12 08:28:04,192.168.96.9,device_45,success
46,2024-01-09 15:10:30,192.168.241.57,device_14,success
130,2024-01-31 23:04:19,192.168.187.231,device_8,success
35,2024-02-16 16:29:44,192.168.20.27,device_8,success
81,2024-01-13 10:36:02,192.168.202.246,device_27,fail
90,2024-01-09 17:01:17,192.168.33.7,device_12,fail
8,2024-02-06 20:24:34,192.168.186.213,device_1,success
93,2024-02-15 21:46:50,192.168.199.176,device_43,success
154,2024-02-05 06:31:28,192.168.78.144,device_40,success
90,2024-01-01 12:53:56,192.168.187.86,device_42,success
162,2024-01-22 16:41:10,192.168.87.172,device_11,success
115,2024-02-14 10:46:04,192.168.210.68,device_39,success
105,2024-02-07 21:16:55,192.168.159.171,device_43,success
135,2024-02-07 21:21:35,192.168.192.86,device_31,success
196,2024-02-19 16:45:49,192.168.100.7,device_17,success
58,2024-02-13 09:04:35,192.168.76.199,device_33,success
114,2024-02-29 21:25:29,192.168.248.86,device_32,fail
75,2024-01-11 23:58:50,192.168.42.128,device_29,success
157,2024-01-11 18:02:37,192.168.108.178,device_21,success
120,2024-01-21 02:09:44,192.168.151.226,device_21,fail
164,2024-02-13 11:04:53,192.168.151.16,device_40,success
21,2024-01-07 13:27:24,192.168.132.147,device_23,success
164,2024-02-04 01:39:48,192.168.20.231,device_6,success
138,2024-01-03 10:37:54,192.168.57.158,device_22,success
101,2024-01-06 16:18:10,192.168.109.227,device_38,success
152,2024-01-04 03:09:13,192.168.138.179,device_37,success
192,2024-01-26 03:10:03,192.168.142.210,device_45,success
177,2024-02-08 16:28:32,192.168.134.242,device_8,success
99,2024-01-16 22:37:12,192.168.27.50,device_41,success
36,2024-02-25 07:27:43,192.168.234.185,device_49,fail
96,2024-01-26 10:41:08,192.168.4.4,device_35,success
152,2024-01-27 22:44:23,192.168.93.245,device_11,success
151,2024-01-09 15:39:02,192.168.95.7,device_24,success
190,2024-02-09 14:49:59,192.168.63.137,device_49,success
37,2024-02-03 00:09:43,192.168.37.110,device_21,fail
12,2024-01-01 02:25:12,192.168.223.111,device_2,success
113,2024-01-20 01:22:41,192.168.219.80,device_40,success
183,2024-02-11 13:16:28,192.168.222.135,device_19,success
13,2024-02-23 04:39:48,192.168.103.152,device_39,success
23,2024-01-18 16:15:24,192.168.72.193,device_28,success
99,2024-01-25 16:56:01,192.168.206.177,device_17,success
105,2024-02-28 09:56:51,192.168.194.48,device_6,success
30,2024-01-17 16:48:27,192.168.35.125,device_19,success
17,2024-02-11 06:18:37,192.168.67.77,device_38,success
113,2024-01-01 03:04:08,192.168.104.168,device_28,success
62,2024-01-17 15:22:56,192.168.216.121,device_2,success
84,2024-02-03 23:22:32,192.168.118.189,device_38,success
112,2024-02-11 21:27:34,192.168.254.113,device_37,fail
86,2024-01-14 01:16:23,192.168.9.148,device_4,success
141,2024-01-04 12:20:34,192.168.163.139,device_22,success
187,2024-01-27 12:04:57,192.168.90.231,device_26,success
19,2024-01-23 01:53:19,192.168.1.117,device_49,success
177,2024-01-11 13:27:31,192.168.12.180,device_43,success
100,2024-02-13 09:41:41,192.168.159.94,device_36,success
140,2024-02-09 11:55:42,192.168.143.31,device_13,success
189,2024-02-17 21:44:45,192.168.31.123,device_32,success
147,2024-01-08 04:45:03,192.168.225.10,device_17,success
76,2024-01-15 01:11:36,192.168.9.14,device_41,success
9,2024-02-17 12:02:10,192.168.16.167,device_36,success
199,2024-01-11 23:29:40,192.168.145.182,device_46,success
28,2024-01-31 09:23:17,192.168.200.152,device_19,fail
128,2024-01-31 18:02:50,192.168.231.58,device_35,success
52,2024-01-08 09:07:26,192.168.77.123,device_46,success
83,2024-01-01 17:09:32,192.168.249.216,device_40,success
111,2024-02-19 11:30:43,192.168.113.21,device_28,success
144,2024-01-07 17:56:51,192.168.243.157,device_1,success
117,2024-02-16 04:23:39,192.168.211.212,device_42,success
69,2024-01-10 05:34:27,192.168.171.31,device_18,success
99,2024-01-30 12:00:40,192.168.178.173,device_48,success
140,2024-01-06 21:47:20,192.168.112.119,device_40,success
25,2024-02-26 20:34:49,192.168.148.226,device_33,success
180,2024-02-08 06:55:09,192.168.121.31,device_12,success
123,2024-01-07 14:01:19,192.168.221.118,device_8,success
53,2024-01-01 03:39:22,192.168.38.240,device_24,success
151,2024-02-01 19:18:04,192.168.11.232,device_16,fail
144,2024-01-20 21:07:22,192.168.174.17,device_4,success
57,2024-02-01 17:45:53,192.168.148.140,device_38,success
39,2024-02-18 01:16:58,192.168.253.148,device_44,success
109,2024-02-04 13:30:04,192.168.125.135,device_27,fail
181,2024-02-19 03:56:48,192.168.45.103,device_9,success
42,2024-02-16 04:10:45,192.168.237.134,device_47,fail
186,2024-01-29 04:32:20,192.168.150.235,device_16,success
167,2024-01-10 23:59:45,192.168.223.202,device_12,success
142,2024-01-01 16:32:10,192.168.85.149,device_31,fail
122,2024-01-02 10:40:17,192.168.234.88,device_24,success
133,2024-02-21 22:02:58,192.168.21.91,device_14,success
163,2024-02-24 11:44:51,192.168.28.12,device_45,success
75,2024-02-27 20:07:32,192.168.209.1,device_25,success
146,2024-02-12 07:18:10,192.168.28.212,device_34,fail
76,2024-01-31 03:25:39,192.168.206.179,device_3,success
9,2024-02-20 04:17:34,192.168.26.49,device_24,success
74,2024-02-28 23:08:20,192.168.94.206,device_42,success
186,2024-01-09 23:57:42,192.168.242.150,device_9,success
145,2024-01-15 17:38:18,192.168.87.43,device_26,success
7,2024-01-08 19:30:19,192.168.204.21,device_20,success
174,2024-02-15 11:20:34,192.168.170.164,device_40,success
141,2024-01-05 18:41:11,192.168.188.96,device_10,fail
168,2024-01-30 09:06:58,192.168.183.2,device_19,success
170,2024-01-10 02:14:07,192.168.190.117,device_3,success
137,2024-02-26 14:04:28,192.168.18.22,device_24,fail
178,2024-02-07 09:32:38,192.168.156.29,device_5,success
27,2024-01-30 07:52:55,192.168.38.107,device_3,success
122,2024-01-31 17:02:28,192.168.110.24,device_27,success
194,2024-02-11 12:11:40,192.168.127.228,device_16,success
5,2024-02-08 17:16:16,192.168.110.135,device_49,success
29,2024-01-15 22:00:38,192.168.105.185,device_15,fail
165,2024-01-18 01:26:25,192.168.143.71,device_35,success
166,2024-02-26 16:29:13,192.168.128.107,device_12,success
83,2024-02-24 22:46:27,192.168.4.2,device_41,success
136,2024-02-11 18:27:19,192.168.192.131,device_44,success
109,2024-01-25 07:41:14,192.168.103.226,device_26,success
65,2024-02-21 04:35:57,192.168.223.63,device_47,success
86,2024-01-10 18:06:33,192.168.105.97,device_34,success
145,2024-02-26 19:42:49,192.168.234.216,device_23,success
71,2024-01-14 21:51:05,192.168.9.148,device_31,success
45,2024-02-17 07:58:11,192.168.127.45,device_20,success
132,2024-02-20 21:28:06,192.168.230.218,device_12,success
36,2024-02-28 23:41:51,192.168.154.65,device_23,success
70,2024-02-10 11:13:07,192.168.168.111,device_4,success
159,2024-01-18 16:18:22,192.168.12.136,device_23,success
19,2024-02-16 12:41:41,192.168.243.163,device_48,success
189,2024-01-17 19:16:57,192.168.85.233,device_48,success
108,2024-01-15 07:02:35,192.168.89.57,device_1,success
182,2024-01-25 10:28:45,192.168.53.11,device_25,success
167,2024-01-13 04:39:49,192.168.208.205,device_2,success
91,2024-02-25 17:38:11,192.168.13.120,device_30,success
90,2024-01-29 17:30:55,192.168.161.180,device_3,success
19,2024-02-13 07:05:19,192.168.120.19,device_21,success
39,2024-02-05 10:13:35,192.168.74.143,device_25,success
126,2024-01-06 03:48:07,192.168.242.222,device_20,success
195,2024-01-29 09:14:57,192.168.246.69,device_49,success
173,2024-01-19 08:43:55,192.168.55.210,device_22,success
141,2024-01-25 01:16:04,192.168.100.185,device_21,success
126,2024-01-06 16:19:55,192.168.131.110,device_33,success
